col_id :,str3 :,composition :,lata :,latb :,latc :,cu-o_a :,cu-o_p* :,d_la :,lata* :,cu-o_p :
91992,RE123,Ba1.7Pr0.3Eu1Cu3O6.96,3.8747,3.8747,11.642,2.2678,1.9373,,3.8747,1.93735
67192,RE123,Ba0.385La1.035Cu3O6.98,3.919,3.919,11.742,2.2568,1.9595,,3.919,1.9595
91995,RE123,Ba2Eu1Cu3O6.99,3.8407,3.9001,11.72,2.2818,1.9405,,3.8704,1.92035
164702,RE123,Ba1.6Ca0.2La0.4Nd0.8Cu3O6.912,3.88239,3.88239,11.7212,2.3074,1.9411,,3.88239,1.941195
74134,RE123,Ba1Ca1La1Cu3O6.69,3.875,3.875,11.644,2.1937,1.9375,,3.875,1.9375
65389,RE123,Ba1.8Nd1.2Cu2.95O6.78,3.8919,3.8919,11.6811,2.2649,1.9459,,3.8919,1.94595
89393,RE123,Ba1.6Sr0.4Yb1Cu3O6.248,3.8355,3.8355,11.718,2.3587,1.9177,,3.8355,1.91775
89389,RE123,Ba1.6Sr0.4Ca0.25Yb0.75Cu3O6.072,3.832,3.832,11.736,2.4314,1.916,,3.832,1.916
157538,RE123,Ba2Pr1Cu3O6.98,3.8593,3.9292,11.714,2.2315,1.9503,,3.89425,1.92965
89211,RE123,Ba1.5Ca0.5La1Cu3O6.54,3.8911,3.8911,11.78198,2.3873,1.9478499999999999,,3.8911,1.94555
92008,RE123,Ba2Ca0.291Er0.709Cu3O6.738,3.82713,3.88389,11.70076,2.3255,1.9278,,3.8555099999999998,1.913565
99515,RE123,Ba1.6Sr0.4Yb1Cu3O6.966,3.794,3.8621,11.615,2.2672,1.917,,3.82805,1.897
95599,RE123,Ba1.7Nd1.3Cu3O6.8,3.8757,3.9139,11.7455,2.2821,1.9528,,3.8948,1.93785
67191,RE123,Ba0.403La1.037Cu3O6.99,3.9136,3.9244,11.743,2.2581,1.9622,,3.919,1.9568
63459,RE123,Ba1.5La1.5Cu3O7.196,3.90018,3.90018,11.69625,2.1813,1.95,,3.90018,1.95009
91991,RE123,Ba1.8Pr0.2Eu1Cu3O6.94,3.8569,3.89,11.669,2.2824,1.9448,,3.87345,1.92845
164704,RE123,Ba1.6Ca0.401La0.399Nd0.6Cu3O6.948,3.87681,3.87681,11.7157,2.3126,1.9384,,3.87681,1.938405
202411,RE123,Ba1.5La1.5Cu3O7.33,3.9108,3.9108,11.714,2.2372,1.9667,,3.9108,1.9554
71379,RE123,Ba2La1Zn0.1Cu2.9O6.74,3.902,3.939,11.797,2.219,1.9633,,3.9205,1.951
83166,RE123,Ba2Nd0.99Cu3O6.93,3.8697,3.9181,11.763,2.2467,1.9574,,3.8939,1.93485
71378,RE123,Ba2La1Cu3O6.86,3.902,3.933,11.797,2.2142,1.9653,,3.9175,1.951
89208,RE123,Ba1.5Ca0.5La1Cu3O6.76,3.88683,3.88683,11.7437,2.3462,1.94615,,3.88683,1.943415
68285,RE123,Ba2La1Cu3O7,3.921,3.921,11.768,2.237,1.9605,,3.921,1.9605
68896,RE123,Ba1Sr1Ho1Cu3O6.24,3.846,3.8422,11.6727,2.3158,1.923,,3.8441,1.923
248511,RE123,Ba1.82La0.18Pr1Cu3O7.0466,3.8844,3.9077,11.6879,2.2435,1.9556,,3.89605,1.9422
71728,RE123,Ba2Sm1Cu3O7,3.8537,3.9079,11.7355,2.2778,1.95325,,3.8808,1.92685
83167,RE123,Ba2Ca0.025Pr0.025Nd0.944Cu3O6.95,3.8709,3.917,11.761,2.251,1.9557,,3.89395,1.93545
164703,RE123,Ba1.6Ca0.301La0.399Nd0.7Cu3O6.986,3.87895,3.87895,11.716,2.3182,1.9394,,3.87895,1.939475
89197,RE123,Ba1.5Ca0.5La1Cu3O7.02,3.88481,3.88481,11.7336,2.3068,1.9424,,3.88481,1.942405
71829,RE123,Ba1Ca1.14La0.86Zn0.1Cu2.68O6.52,3.877,3.858,11.655,2.1188,1.9404,,3.8674999999999997,1.9385
99514,RE123,Ba1.8Sr0.2Yb1Cu3O6.966,3.8008,3.858,11.634,2.2849,1.9189,,3.8294,1.9004
78341,RE123,Ba2Pr1Cu3O6.376,3.9049,3.9049,11.853,2.3741,1.9585499999999998,,3.9049,1.95245
89391,RE123,Ba1.6Sr0.4Yb1Cu3O6.225,3.8334,3.8334,11.736,2.317,1.9167,,3.8334,1.9167
91985,RE123,Ba1.9La0.1Eu1Cu3O6.85,3.8429,3.9032,11.713,2.2723,1.9394,,3.87305,1.92145
167078,RE123,Ba2Nd1Cu3O6.959,3.8636,3.9089,11.7409,2.2436,1.9435,,3.88625,1.9318
89396,RE123,Ba1.6Sr0.4Yb1Cu3O6.999,3.7934,3.8615,11.614,2.2612,1.9234,,3.82745,1.8967
89200,RE123,Ba1.5Ca0.5La1Cu3O6.84,3.88574,3.88574,11.75597,2.3258,1.9428,,3.88574,1.94287
67084,RE123,Ba2Nd1Cu3O6.23,3.9015,3.9015,11.8539,2.3921,1.9507,,3.9015,1.95075
89213,RE123,Ba1.5Ca0.5La1Cu3O7.02,3.89255,3.89255,11.7554,2.297,1.9462,,3.89255,1.946275
66637,RE123,Ba2Er1Cu3O6.16,3.8548,3.8548,11.857,2.4935,1.9274,,3.8548,1.9274
74124,RE123,Ba2Er1Cu3O6.95,3.82239,3.88247,11.66664,2.3146,1.9301,,3.85243,1.911195
62955,RE123,Ba1.5La1.5Cu3O7.196,3.90018,3.90018,11.69265,2.1813,1.95,,3.90018,1.95009
75680,RE123,Ba1.7Nd1.3Cu3O6.956,3.8697,3.9171,11.755,2.2792,1.95,,3.8933999999999997,1.93485
65923,RE123,Ba2La1Cu3O6.85,3.893,3.938,11.818,2.2241,1.9575,,3.9154999999999998,1.9465
89394,RE123,Ba1.6Sr0.4Yb1Cu3O6.35,3.8172,3.8465,11.667,2.3596,1.92395,,3.83185,1.9086
151551,RE123,Ba1.15Ca0.6La1.25Cu3O7,3.8634,3.8634,11.6143,2.209,1.9381,,3.8634,1.9317
164705,RE123,Ba1.6Ca0.5La0.4Nd0.5Cu3O6.996,3.88249,3.88249,11.7254,2.3213,1.9412,,3.88249,1.941245
92006,RE123,Ba2Ca0.092Er0.908Cu3O6.916,3.8261,3.88536,11.69967,2.2994,1.9316,,3.85573,1.91305
68898,RE123,Ba1Sr1La1Cu3O6.8,3.913,3.9023,11.7688,2.289,1.9552,,3.90765,1.9565
91987,RE123,Ba1.7La0.3Eu1Cu3O7.06,3.8742,3.8742,11.644,2.2344,1.9371,,3.8742,1.9371
89387,RE123,Ba1.6Sr0.4Ca0.1Yb0.9Cu3O6.104,3.8314,3.8314,11.745,2.4005,1.9157,,3.8314,1.9157
67194,RE123,Ba0.2438La1.0062Cu3O6.99,3.9236,3.9236,11.78,2.2652,1.9618,,3.9236,1.9618
91988,RE123,Ba1.6La0.4Eu1Cu3O7.16,3.8747,3.8747,11.611,2.2339,1.9373,,3.8747,1.93735
63457,RE123,Ba1.5La0.75Dy0.75Cu3O6.878,3.872,3.872,11.6067,2.2586,1.936,,3.872,1.936
246625,RE123,Ba2Nd1Cu3O7.06,3.871,3.9162,11.738,2.249,1.9509,,3.8936,1.9355
202410,RE123,Ba1.5La1.5Cu3O7.39,3.9106,3.9106,11.715,2.2293,1.9553,,3.9106,1.9553
67189,RE123,Ba0.618La1.122Cu3O7.081,3.911,3.917,11.718,2.2604,1.9585,,3.9139999999999997,1.9555
74132,RE123,Ba1Ca1La1Cu3O6.85,3.8726,3.8726,11.617,2.1758,1.9363,,3.8726,1.9363
89206,RE123,Ba1.5Ca0.5La1Cu3O6.5,3.88743,3.88743,11.7895,2.5223,1.94375,,3.88743,1.943715
41452,RE123,Ba2Pr1Cu3O7,3.8654,3.9309,11.725,2.2324,1.96045,,3.8981500000000002,1.9327
151741,RE123,Ba2Nd1Cu3O7.006,3.8628,3.9134,11.7525,2.2494,1.948,,3.8881,1.9314
56621,RE123,Ba1.5Ca0.5La1Cu3O7.14,3.87873,3.87873,11.69815,2.2396,1.9393,,3.87873,1.939365
95601,RE123,Ba1.5Nd1.5Cu3O6.96,3.8813,3.8813,11.6074,2.2495,1.9406,,3.8813,1.94065
81155,RE123,Ba1.907La1.093Co1Cu2O7.232,3.945,3.955,11.698,2.2857,1.9775,,3.95,1.9725
96692,RE123,Ba1.5La1.5Cu3O7.306,3.9067,3.9067,11.6985,2.2004,1.9533,,3.9067,1.95335
167077,RE123,Ba2Nd1Cu3O6.873,3.8636,3.9089,11.741,2.2448,1.94875,,3.88625,1.9318
71383,RE123,Ba1.9La1.1Fe0.5Cu2.5O7.13,3.928,3.928,11.751,2.1833,1.9144,,3.928,1.964
99513,RE123,Ba2Yb1Cu3O6.961,3.8037,3.8712,11.657,2.2917,1.9213,,3.83745,1.90185
63428,RE123,Ba2Nd1Cu3O6.85,3.8687,9.915,11.7477,2.2861,1.9343,,6.89185,1.93435
153700,RE123,Ba1.499La1.501Co1.5Cu1.5O8.413,3.92231,3.93597,11.7073,2.0452,1.96465,,3.9291400000000003,1.961155
157541,RE123,Ba1.4Sr0.6Pr1Cu3O7.01,3.8728,3.8845,11.641,2.2141,1.9422,,3.87865,1.9364
68899,RE123,Ba1Ca1Nd1Cu3O6.29,3.8944,3.8837,11.6559,2.274,1.9435,,3.88905,1.9472
66417,RE123,Ba2Sm1Fe0.202Cu2.798O7.28,3.8881,3.8881,11.6875,2.2743,1.944,,3.8881,1.94405
89388,RE123,Ba1.6Sr0.4Ca0.2Yb0.8Cu3O6.166,3.8272,3.8272,11.735,2.4059,1.9136,,3.8272,1.9136
74123,RE123,Ba2Ho1Cu3O6.95,3.83002,3.88582,11.67888,2.3217,1.9335,,3.85792,1.91501
56620,RE123,Ba1.5Ca0.5La1Cu3O7.14,3.88001,3.88001,11.70345,2.2419,1.94,,3.88001,1.940005
74133,RE123,Ba1Ca1La1Cu3O6.76,3.8739,3.8739,11.633,2.1939,1.9369,,3.8739,1.93695
63458,RE123,Ba1.5La1.5Cu3O7.058,3.9051,3.9051,11.714,2.3029,1.9525,,3.9051,1.95255
78316,RE123,Ba2Pr1Cu3O6.901,3.8602,3.9248,11.7011,2.2325,1.9545,,3.8925,1.9301
71828,RE123,Ba1Ca1.42La0.58Cu2.64O6.41,3.886,3.85,11.66,2.1081,1.9444,,3.8680000000000003,1.943
89199,RE123,Ba1.5Ca0.5La1Cu3O6.9,3.88528,3.88528,11.74576,2.3188,1.9426,,3.88528,1.94264
91993,RE123,Ba1.6Pr0.4Eu1Cu3O7.02,3.8732,3.8732,11.61,2.2535,1.9366,,3.8732,1.9366
92007,RE123,Ba2Ca0.152Er0.848Cu3O6.794,3.82713,3.88389,11.70076,2.2947,1.9311,,3.8555099999999998,1.913565
157539,RE123,Ba1.8Sr0.2Pr1Cu3O6.94,3.8546,3.9226,11.698,2.2191,1.9471,,3.8886000000000003,1.9273
92005,RE123,Ba2Er1Cu3O7.03,3.82192,3.88434,11.67983,2.3023,1.9296,,3.85313,1.91096
151550,RE123,Ba1.25Ca0.5La1.25Cu3O7,3.866,3.866,11.6325,2.2229,1.9403,,3.866,1.933
75683,RE123,Ba1.55Nd1.45Cu3O7.16,3.8923,3.8923,11.7145,2.2901,1.9461,,3.8923,1.94615
91986,RE123,Ba1.8La0.2Eu1Cu3O7.05,3.8509,3.8941,11.688,2.2698,1.9464,,3.8725,1.92545
75682,RE123,Ba1.698Nd1.302Cu3O7.003,3.8732,3.9149,11.7397,2.2657,1.9519,,3.89405,1.9366
151745,RE123,Ba2Pr0.198Nd0.802Cu3O7.031,3.8602,3.9188,11.7368,2.2499,1.9485,,3.8895,1.9301
291032,RE123,Ba1.52Pr1.48Cu3O7,3.8897,3.8897,11.6222,2.2134,1.9582,,3.8897,1.94485
41364,RE123,Ba2Er1Cu3O6.78,3.8259,3.8861,11.7197,2.3544,1.9205,,3.856,1.91295
89390,RE123,Ba1.6Sr0.4Ca0.35Yb0.65Cu3O6.075,3.8334,3.8334,11.734,2.4317,1.9167,,3.8334,1.9167
246626,RE123,Ba2Nd1Cu3O7.18,3.8446,3.8923,11.68,2.2156,1.9342,,3.86845,1.9223
67083,RE123,Ba2Nd1Cu3O6.52,3.9035,3.9035,11.8164,2.3573,1.9517,,3.9035,1.95175
68396,Tl2212,Ba4Ca2Tl4Cu4O16,3.8559,3.8559,29.4199,2.7036,1.9281,,3.8559,1.92795
72235,Tl2212,Ba4Ca2Tl3.72Cu4O15.808,3.86049,3.86049,29.33734,2.6462,1.9319,,3.86049,1.930245
65325,Tl2212,Ba3.92Ca1.87Tl4.01Cu3.92O16.336,3.8558,3.8558,29.2596,2.6216,1.929,,3.8558,1.9279
75703,Tl2212,Ba4Ca2.04Tl3.96Cu4O15.376,3.85549,3.85549,29.36819,2.6901,1.9281,,3.85549,1.927745
75702,Tl2212,Ba4Ca2Tl4Cu4O15.36,3.8565,3.8565,29.3546,2.6888,1.9288,,3.8565,1.92825
65323,Tl2212,Ba4Ca1.856Tl3.62Cu4O15.776,3.852,3.852,29.21,2.8158,1.926,,3.852,1.926
65324,Tl2212,K2.24Ba4Ca1.856Tl1.76Cu4O16.928,3.847,3.847,29.22,2.8168,1.9251,,3.847,1.9235
78100,Tl2212,Ba4Ca2Tl3.988Cu4O15.68,3.85582,3.85582,29.40889,2.7056,1.9282,,3.85582,1.92791
72234,Tl2212,Ba4Ca2Tl3.72Cu4O16.032,3.85972,3.85972,29.293,2.6061,1.932,,3.85972,1.92986
75704,Tl2212,Ba4Ca2Tl4Cu4O15.536,3.85618,3.85618,29.33939,2.6904,1.9285,,3.85618,1.92809
68543,Tl2212,Ba3.6Ca1.96Tl3.44Cu3.52O15.24,3.8549,3.8549,29.388,2.7066,1.9274,,3.8549,1.92745
72236,Tl2212,Ba4Ca2Tl3.72Cu4O15.744,3.8604,3.8604,29.33717,2.6558,1.9318,,3.8604,1.9302
78101,Tl2212,Ba4Ca2Tl3.988Cu4O15.52,3.85385,3.85385,29.31689,2.6795,1.9275,,3.85385,1.926925
74125,RE124,Ba4Dy2Cu8O16,3.84891,3.87549,27.23726,2.2721,1.9399,,3.8622,1.924455
74127,RE124,Ba4Er2Cu8O16,3.83716,3.87031,27.20901,2.2836,1.9353,,3.853735,1.91858
75850,RE124,Ba4Pr2Cu8O16,3.8853,3.9016,27.308,2.1546,1.9578,,3.89345,1.94265
75686,RE124,Ba4Tm2Cu8O16,3.8305,3.8645,27.212,2.2885,1.9301,,3.8475,1.91525
72230,RE124,Ba3.2Sr0.8Ca0.2Yb1.8Cu8O16,3.805,3.851,27.076,2.1498,1.9297,,3.8280000000000003,1.9025
75687,RE124,Ba4Er2Cu8O16,3.8357,3.8668,27.221,2.2892,1.9334,,3.8512500000000003,1.91785
74126,RE124,Ba4Ho2Cu8O16,3.84305,3.87304,27.2269,2.2734,1.9372,,3.8580449999999997,1.921525
75688,RE124,Ba4Ho2Cu8O16,3.8411,3.8694,27.231,2.2656,1.9354,,3.85525,1.92055
67642,RE124,Ba4Er2Cu8O16,3.8351,3.8672,27.207,2.318,1.9314,,3.85115,1.91755
75815,RE124,Ba4Pr2Cu8O16,3.8859,3.9031,27.32059,2.2238,1.9598,,3.8945,1.94295
87033,RE124,Ba4Pr2Cu8O16,3.8834,3.9026,27.308,2.2119,1.9546,,3.893,1.9417
90748,RE124,Ba4Pr2Cu8O16,3.8837,3.90269,27.293,2.2336,1.9552,,3.8931950000000004,1.94185
74120,Bi2201,Sr4.8La3.2Cu4Bi8O23.84,5.413,5.423,24.088,2.4103,1.9161,,5.418,1.913784503281391
74036,Bi2201,Ba4La4Cu4Bi4Pb4O24,5.4071,5.4895,24.549,2.5491,1.9263,,5.4483,1.9116985382768903
79254,Bi2201,Ca5.2Nd2.8Cu3.52Bi7.6O20.96,5.357,5.374,23.832,2.1015,1.9768,,5.3655,1.8939855134081676
71910,Bi2201,Sr7.36Cu4Bi7.6632O21.928,5.3791,5.3811,24.589,2.477,1.9026,,5.3801000000000005,1.901799043340279
73654,Bi2201,Ba4La4Cu4Bi4Pb4O24,5.4028,5.4745,24.515,2.373,1.9228,,5.43865,1.9101782586973393
68947,Bi2201,Sr4.064Ca1.608Cu4Bi8.56Pb0.76O24,5.3312,5.3686,24.365,2.4897,1.9937,,5.3499,1.884863835930861
63216,Bi2201,Sr6.4Ca1.6Cu4Bi8O24,5.3826,5.3761,24.384,2.578,1.9118,,5.3793500000000005,1.9030364802073552
74119,Bi2201,Sr5.6La2.4Cu4Bi8.64O25.04,5.384,5.4,24.172,2.3215,1.9283,,5.392,1.903531454954186
79061,Bi2201,Sr6.8La1.2Cu4Bi8O24,5.4015,5.3781,24.501,2.4979,1.9245,,5.3898,1.9097186392895682
67426,Bi2201,Sr8Cu4Bi8O24,5.362,5.374,24.622,2.5885,1.9004,,5.368,1.8957532803611339
74121,Bi2201,Sr4La4Cu4Bi8.32O24.4,5.439,5.447,24.055,2.5054,1.9281,,5.443,1.922976891436816
74118,Bi2201,Sr6.4La1.6Cu4Bi8.24O23.616,5.388,5.398,24.399,2.5405,1.9255,,5.393,1.9049456685165589
69883,Bi2201,Sr8Cu4Bi7.2Pb0.8O24,5.2757,5.3797,24.558,2.5703,1.8846500000000002,,5.3277,1.865241622752934
41961,Tl2201,Ba4Tl4Cu2O12.704,3.86628,3.86628,23.15929,2.7075,1.9331,,3.86628,1.93314
68395,Tl2201,Ba4Tl4Cu2O12,3.866,3.866,23.239,2.7143,1.933,,3.866,1.933
41960,Tl2201,Ba4Tl4Cu2O12.208,3.86726,3.86726,23.23399,2.7202,1.9336,,3.86726,1.93363
65326,Tl2201,Ba3.964Tl4.016Cu1.988O12,3.85944,3.85944,23.1272,2.6365,1.9297,,3.85944,1.92972
68582,Tl2201,Ba4Tl4Cu2O12,3.847,3.847,23.23,2.0907,1.9235,,3.847,1.9235
41962,Tl2201,Ba4Tl4Cu2O12.944,3.86712,3.86712,23.14828,2.7053,1.9335,,3.86712,1.93356
80723,Tl1201,Sr2Tl0.98Cu1O4.49,3.6598,3.7844,8.9649,2.295,1.86105,,3.7221,1.8299
69936,Tl1201,Sr1La1Tl1Cu1O5,3.7796,3.7796,8.8466,2.3266,1.8898,,3.7796,1.8898
246694,Tl1201,Ba0.986La0.986Tl0.98Cu1O5.174,3.845,3.845,8.993,2.4712,1.9225,,3.845,1.9225
91292,Tl1201,Ba0.8908Sr5.1092Tl2.25Cu3N0.75O13.686,3.7526,11.6016,9.1898,2.5366,1.92,,7.677099999999999,1.8763
86427,Tl1201,Sr2Tl1Cu1O5,3.661,3.793,8.99,2.4848,1.8635000000000002,,3.7270000000000003,1.8305
246653,Tl1201,Ba1.2La0.8Tl1Cu0.99O5,3.84025,3.84025,9.1136,2.4606,1.9201,,3.84025,1.920125
69937,Tl1201,Sr1.4La0.6Tl1Cu1O5,3.7535,3.7535,8.9038,2.306,1.8767,,3.7535,1.87675
69234,Tl1201,Ba1.2La0.8Tl0.92Cu1O4.864,3.8479,3.8479,9.0909,2.4999,1.9239,,3.8479,1.92395
69906,Tl1201,Sr1.5La0.5Tl1Cu1O5.148,3.7525,3.7525,8.9301,2.3379,1.8762,,3.7525,1.87625
69909,Tl1201,Sr2Tl0.5Cu1Pb0.5O4.914,3.7382,3.7382,9.0256,2.5343,1.8691,,3.7382,1.8691
202898,Tl1201,Sr1.6Pr0.6Tl0.8Cu1O5,3.741,3.741,8.875,2.2986,1.8705,,3.741,1.8705
69908,Tl1201,Sr1La1Tl1Cu1O5.046,3.7849,3.7849,8.8542,2.2843,1.8924,,3.7849,1.89245
69907,Tl1201,Sr1.25La0.75Tl1Cu1O5.02,3.77,3.77,8.8879,2.3072,1.885,,3.77,1.885
167104,Tl1201,Sr1.93Tl0.5Cu1Pb0.57O5,3.738,3.738,9.01,2.4597,1.869,,3.738,1.869
203138,Tl1201,Sr2Tl1Cu1O5.24,3.7344,3.7344,9.007,2.4895,1.8672,,3.7344,1.8672
69804,Tl1201,Sr2Tl0.928Fe0.587Cu0.391O4.85,3.76941,3.76941,8.83992,2.3241,1.8847,,3.76941,1.884705
69938,Tl1201,Sr1La0.7Tl1.3Cu1O5,3.7713,3.7713,8.8676,2.4917,1.8856,,3.7713,1.88565
246696,Tl1201,Ba0.298Sr0.694La0.99Tl0.99Cu1O5.12,3.787,3.787,8.853,2.4009,1.8935,,3.787,1.8935
80656,Tl1201,Sr2Tl0.5Cu1Bi0.5O5,3.7526,3.7526,9.0279,2.4194,1.8763,,3.7526,1.8763
246695,Tl1201,Ba0.6Sr0.4La0.998Tl0.99Cu1O5.154,3.805,3.805,8.915,2.4239,1.9025,,3.805,1.9025
84637,Tl1201,Ba6Sr10.0Tl10Cu6O38,3.7536,30.631,9.219,2.4245,1.8768,,17.1923,1.8768
81165,Tl1201,Sr2Tl0.8Cu1Mo0.2O5,3.7511,3.7511,8.939,2.485,1.8755,,3.7511,1.87555
80710,Bi2212,Ba9.2La2.8Cu8Bi8O32,5.571,5.583,31.104,2.3016,1.9717,,5.577,1.969645938995128
66488,Bi2212,Sr7Ca3.84Cu8Bi7.92O32.576,5.415,5.4149,30.861,2.4829,1.915,,5.41495,1.9144916100625773
202921,Bi2212,Sr8Y4Cu8Bi4Pb4O32,5.385,5.424,30.316,2.3525,1.9206,,5.4045000000000005,1.903885008344779
63217,Bi2212,Sr6.8Ca4.96Cu8Bi8.24O32,5.3946,5.3895,30.649,2.4639,1.9184,,5.392049999999999,1.9072791208944744
68672,Bi2212,Sr9.52Ca2Cu8Bi7.2O32,5.408,5.413,30.871,2.3118,1.9167,,5.410500000000001,1.9120167363284244
39751,Bi2212,Sr7.36Ca0.92Cu7.44Bi7.808O32,5.407,5.412,30.771,2.429,1.9131,,5.4094999999999995,1.9116631829378312
71824,Bi2212,Sr8Ca4Cu8Bi8O36.4,5.423,5.376,30.72,2.4862,1.95365,,5.3995,1.9173200371873236
71748,Bi2212,Sr8Ca1.6Y2.4Cu8Bi4.8Pb3.2O32,5.374,5.421,30.397,2.4006,1.9183,,5.3975,1.8999959210482529
74258,Bi2212,Sr9.6Y2.4Cu8Bi8O34,5.461,5.456,30.48,2.3378,1.9440499999999998,,5.458500000000001,1.930755066029868
41442,Bi2212,Sr8Ca4Cu8Bi8O36,5.3957,5.3971,30.649,2.4304,1.9079,,5.3964,1.907668029624127
91466,Bi2212,Sr8Pr4Cu8Bi8O34,5.487,5.507,30.33,2.026,1.9460000000000002,,5.497,1.939947454185293
72212,Bi2212,Sr8Ca2Y2Cu8Bi4Pb4O32,5.3702,5.4248,30.3291,2.5993,1.9123,,5.3975,1.8986524181639985
63210,Bi2212,Sr10Ca2Cu8Bi8O33.6,5.395,5.393,30.62799,2.2542,1.9073,,5.394,1.9074205422507116
67428,Bi2212,Sr8Ca4Cu8Bi8O32,5.4054,5.4016,30.7152,2.5094,1.9149,,5.4035,1.9110974975128818
66487,Bi2212,Sr7.28Ca3.2Cu8Bi8.24O32.576,5.408,5.413,30.871,2.4837,1.91345,,5.410500000000001,1.9120167363284244
151806,Bi2212,Sr8Ca3.6Cu8Bi6.8Pb1.6O32,5.3852,5.4286,30.997,2.5302,1.9189,,5.4069,1.9039557190228977
69885,Bi2212,Sr7.44Ca4Cu8Bi6.4Pb1.6O33.552,5.324,5.391,30.6,2.4726,1.9119,,5.3575,1.8823182515185892
174156,Bi2212,Sr8Ca3.2Cu8Bi8.8O32,5.414,5.418,30.89,2.0294,1.9175,,5.416,1.914138056671984
66211,Bi2212,Sr7.64Ca3Cu8Bi8.56O32,5.408,5.413,30.871,2.4993,1.91365,,5.410500000000001,1.9120167363284244
65862,Bi2212,Sr8Ca4Cu8Bi8O36.304,5.423,5.376,30.72,2.4862,1.96185,,5.3995,1.9173200371873236
71853,Bi2212,Sr7.4196Ca4.5804Cu8Bi8O32,5.378,5.361,30.622,2.6855,1.9126,,5.3695,1.9014101346106262
