num :,element :,str3 :,tc :,refno :
111519,Y1Ni2B2C1,LuNi2B2C,14.5,PHC3980107
111520,B1,,11.0,SCI2930273
111521,S1,,14.0,NAT3900382
111529,La1Pt2.1B2.4C1.2,LuNi2B2C,10.2,PHC3990165
111530,La0.9Nd0.1Pt2.1B2.4C1.2,LuNi2B2C,10.3,PHC3990165
111538,Mg0.854Au0.146B2,,25.6,MTL0580142
111539,Mg0.764Au0.236B2,,24.5,MTL0580142
111548,Mg1B1.98C0.02,AlB2,37.2,EPL0610254
111549,Mg1B1.96C0.04,AlB2,36.1,EPL0610254
111550,Mg1B1.94C0.06,AlB2,34.8,EPL0610254
111567,Er0.8Lu0.2Ni2B2C1,LuNi2B2C,10.8,P069024509
111590,B2Mg1,AlB2,38.2,L089247004
111591,Mg0.95Zn0.025Al0.025B2,AlB2,38.5,PHC4030113
111592,Mg0.9Zn0.05Al0.05B2,AlB2,38.5,PHC4030113
111593,Mg0.8Zn0.1Al0.1B2,AlB2,34.0,PHC4030113
111594,Mg0.7Zn0.15Al0.15B2,AlB2,28.6,PHC4030113
111608,B2Mg1,AlB2,36.5,L092057001
111652,B2Mg1,AlB2,39.0,PHB3280023
111653,Li0.5M0.3Hf1N1Cl1,,26.0,PHB3280023
111654,Na0.18Hf1N1Cl1,,22.0,PHC4020283
111655,Na0.29Hf1N1Cl1,,19.0,PHC4020283
111656,Na0.8Hf1N1Cl1,,19.0,PHC4020283
111657,Li0.48M0.3Hf1N1Cl1,,26.0,P063020508
111658,Li0.16Zr1N1Cl1,,15.0,PHC3060007
111659,Li0.16M1Zr1N1Cl1,,14.0,CHM0092127
111660,Li0.16M1Zr1N1Cl1,,14.0,CHM0092127
111661,Li0.14Zr1N1Cl1,,15.0,CHM0092127
111662,Li0.28Zr1N1Cl1,,15.2,CHM0092127
111663,Li0.55Zr1N1Cl1,,15.0,CHM0092127
111664,Li0.65Zr1N1Cl1,,15.0,CHM0092127
111665,Li0.95Zr1N1Cl1,,13.4,CHM0092127
111666,Li1.3Zr1N1Cl1,,11.0,CHM0092127
111668,Na0.5Zr1N1Cl1,,15.0,CHM0092127
111669,Na0.59Zr1N1Cl1,,15.0,CHM0092127
111670,Na0.66Zr1N1Cl1,,14.5,CHM0092127
111671,Na0.75Zr1N1Cl1,,14.3,CHM0092127
111672,Na1.38Zr1N1Cl1,,11.0,CHM0092127
111673,K0.22Zr1N1Cl1,,15.2,CHM0092127
111674,K0.4Zr1N1Cl1,,15.2,CHM0092127
111675,K0.46Zr1N1Cl1,,15.0,CHM0092127
111676,K0.6Zr1N1Cl1,,14.4,CHM0092127
111677,K0.77Zr1N1Cl1,,13.5,CHM0092127
111678,C3Y2,,18.0,JPS0730530
111682,Mg0.95Li0.025Al0.025B2,AlB2,38.2,PHC4030113
111683,Mg0.9Li0.05Al0.05B2,AlB2,37.8,PHC4030113
111684,Mg0.8Li0.1Al0.1B2,AlB2,31.0,PHC4030113
111685,Mg0.7Li0.15Al0.15B2,AlB2,25.1,PHC4030113
111690,Lu0.5Y0.5Ni2B2C1,LuNi2B2C,14.9,MPB0173493
111691,Lu0.25Y0.75Ni2B2C1,LuNi2B2C,14.2,MPB0173493
111701,Li0.17Zr1N1Cl1,,14.2,P069134522
111702,Li0.4Zr1N1Cl1,,12.5,P069134522
111703,Li0.6Zr1N1Cl1,,11.7,P069134522
111704,Li0.15M0.08Zr1N1Cl1,,14.4,P069134522
111705,Li0.18M0.15Zr1N1Cl1,,14.6,P069134522
111706,Li0.24M0.14Hf1N1Cl1,,25.5,P069134522
111707,Li0.5M0.3Hf1N1Cl1,,25.5,P069134522
111728,B2Mg1,AlB2,39.2,L092217003
111729,Mg1B1.9906C0.0094,AlB2,38.5,L092217003
111730,Mg1B1.958C0.042,AlB2,37.9,L092217003
111731,Mg1B1.924C0.076,AlB2,36.2,L092217003
111732,Sc0.9Y0.1Ni2B2C1,LuNi2B2C,15.1,PHC4050245
111733,Sc0.8Y0.2Ni2B2C1,LuNi2B2C,14.8,PHC4050245
111734,Sc0.7Y0.3Ni2B2C1,LuNi2B2C,14.5,PHC4050245
111735,Lu1Ni2B2C1,LuNi2B2C,16.6,PHC3060001
111736,Y0.16Lu0.84Ni2B2C1,LuNi2B2C,15.2,PHC3060001
111737,Y0.3Lu0.7Ni2B2C1,LuNi2B2C,15.0,PHC3060001
111738,Y0.5Lu0.5Ni2B2C1,LuNi2B2C,14.5,PHC3060001
111739,Y0.75Lu0.25Ni2B2C1,LuNi2B2C,14.9,PHC3060001
111740,Y0.84Lu0.16Ni2B2C1,LuNi2B2C,14.8,PHC3060001
111741,Y0.92Lu0.08Ni2B2C1,LuNi2B2C,15.2,PHC3060001
111742,Y1Ni2B2C1,LuNi2B2C,15.5,PHC3060001
111743,Lu1Ni2B2C1,LuNi2B2C,16.6,MMM1870309
111744,Ho0.15Lu0.85Ni2B2C1,LuNi2B2C,15.1,MMM1870309
111745,Ho0.3Lu0.7Ni2B2C1,LuNi2B2C,13.3,MMM1870309
111755,Pb1Mo6S8,Chevrel,14.4,P069174503
111756,Pb1Mo6S8,Chevrel,12.9,P069174503
111757,Pb1Mo6S8,Chevrel,11.5,P069174503
111811,B2Mg1,AlB2,40.36,P070014519
111812,B2Mg1,AlB2,39.36,P070014519
111824,Ga0.255V0.745,Cr3Si(A15),13.9,1832
111825,Ga0.247V0.753,Cr3Si(A15),13.8,1832
111826,Ga0.233V0.767,Cr3Si(A15),13.3,1832
111827,V0.745Ga0.228Al0.027,Cr3Si(A15),13.05,1832
111828,V0.737Ga0.213Al0.05,Cr3Si(A15),12.6,1832
111829,V0.741Ga0.196Al0.063,Cr3Si(A15),12.2,1832
111830,V0.741Ga0.152Al0.107,Cr3Si(A15),11.4,1832
111831,V0.747Ga0.131Al0.122,Cr3Si(A15),11.7,1832
111832,V0.767Ga0.086Al0.147,Cr3Si(A15),12.1,1832
111834,V0.767Ga0.18Al0.053,Cr3Si(A15),11.5,1832
111835,V0.725Ga0.203Al0.072,Cr3Si(A15),12.3,1832
111837,V0.783Ga0.138Al0.079,Cr3Si(A15),10.2,1832
111839,V0.767Ga0.214Al0.022,Cr3Si(A15),12.1,1832
111840,V0.743Ga0.181Al0.076,Cr3Si(A15),12.0,1832
111841,V0.746Ga0.169Al0.085,Cr3Si(A15),11.8,1832
111842,Al0.25V0.75,Cr3Si(A15),16.9,1832
111843,V0.75Si0.225Al0.025,Cr3Si(A15),13.5,1832
111844,V0.75Si0.22Al0.03,Cr3Si(A15),13.3,1832
111845,V0.75Si0.2125Al0.0375,Cr3Si(A15),12.6,1832
111846,V0.77Si0.21Al0.02,Cr3Si(A15),11.7,1832
111847,V0.75Si0.2Al0.05,Cr3Si(A15),11.8,1832
111848,V0.75Si0.175Al0.075,Cr3Si(A15),11.1,1832
111849,V0.75Si0.125Al0.125,Cr3Si(A15),10.4,1832
111851,V0.72Si0.17Al0.11,Cr3Si(A15),10.3,1832
111853,V0.73Si0.25Al0.02,Cr3Si(A15),14.0,1832
111854,V0.73Si0.23Al0.04,Cr3Si(A15),10.4,1832
111855,V0.7Si0.2Al0.1,Cr3Si(A15),10.6,1832
111864,V0.75Ge0.2Al0.05,Cr3Si(A15),10.3,1832
111865,V0.75Ge0.1875Al0.0625,Cr3Si(A15),11.4,1832
111866,V0.75Ge0.175Al0.075,Cr3Si(A15),10.8,1832
111867,V0.75Ge0.15Al0.1,Cr3Si(A15),11.7,1832
111868,V0.75Ge0.13Al0.12,Cr3Si(A15),11.3,1832
111869,V0.75Ge0.025Al0.225,Cr3Si(A15),11.2,1832
111917,Al3Nb3,Cr3Si(A15),18.4,1072
111918,Nb3Al0.9Ge0.1,Cr3Si(A15),19.5,1072
111919,Nb3Al0.8Ge0.2,Cr3Si(A15),19.8,1072
111920,Nb3Al0.7Ge0.3,Cr3Si(A15),19.9,1072
111921,Nb3Al0.6Ge0.4,Cr3Si(A15),19.7,1072
111922,Nb3Al0.5Ge0.5,Cr3Si(A15),17.4,1072
111923,Nb3Al0.9Ga0.1,Cr3Si(A15),18.5,1072
111924,Nb3Al0.8Ga0.2,Cr3Si(A15),18.54,1072
111925,Nb3Al0.67Ga0.33,Cr3Si(A15),18.7,1072
111926,Nb3Al0.5Ga0.5,Cr3Si(A15),18.5,1072
111927,Nb3Al0.9In0.1,Cr3Si(A15),18.3,1072
111928,Nb3Al0.8In0.2,Cr3Si(A15),18.1,1072
111929,Nb3Al0.67In0.33,Cr3Si(A15),16.0,1072
111930,Nb3Al0.9Zn0.1,Cr3Si(A15),18.1,1072
111931,Nb3Al0.8Zn0.2,Cr3Si(A15),17.7,1072
111932,Nb3Al0.67Zn0.33,Cr3Si(A15),17.3,1072
111933,Nb3Al0.5Zn0.5,Cr3Si(A15),16.0,1072
111934,Nb3Sn1,Cr3Si(A15),18.0,1072
111935,Nb3Sn0.9Ga0.1,Cr3Si(A15),18.3,1072
111936,Nb3Sn0.8Ga0.2,Cr3Si(A15),17.0,1072
111937,Nb3Sn0.65Ga0.35,Cr3Si(A15),16.5,1072
111938,Nb3Sn0.5Ga0.5,Cr3Si(A15),16.4,1072
111939,Nb3Sn0.95Ge0.05,Cr3Si(A15),18.1,1072
111940,Nb3Sn0.9Ge0.1,Cr3Si(A15),18.0,1072
111941,Nb3Sn0.8Ge0.2,Cr3Si(A15),17.7,1072
111942,Nb3Sn0.65Ge0.35,Cr3Si(A15),16.1,1072
111943,Nb3Sn0.9In0.1,Cr3Si(A15),18.1,1072
111944,Nb3Sn0.8In0.2,Cr3Si(A15),17.8,1072
111945,Nb3Sn0.9Al0.1,Cr3Si(A15),17.8,1072
111946,Nb3Sn0.8Al0.2,Cr3Si(A15),16.8,1072
111947,Nb3Sn0.7Al0.3,Cr3Si(A15),15.8,1072
111948,Nb3Sn0.6Al0.4,Cr3Si(A15),15.7,1072
111949,Nb3Sn0.5Al0.5,Cr3Si(A15),16.1,1072
111950,Ga1Nb3,Cr3Si(A15),16.1,1072
111951,Nb3Ga0.85Al0.15,Cr3Si(A15),17.1,1072
111952,Nb3Ga0.67Al0.33,Cr3Si(A15),18.1,1072
111953,Nb3Ga0.5Al0.5,Cr3Si(A15),18.5,1072
111954,Nb3Ga0.9Zn0.1,Cr3Si(A15),16.1,1072
111955,Nb3Ga0.8Zn0.2,Cr3Si(A15),16.2,1072
111956,Nb3Ga0.65Zn0.35,Cr3Si(A15),16.3,1072
111957,Nb3Ga0.5Zn0.5,Cr3Si(A15),16.4,1072
111958,Nb3Ga0.95Ge0.05,Cr3Si(A15),15.3,1072
112017,Nb0.6Zr0.4,,10.3,253
112018,Nb0.7Zr0.3,,10.8,253
112019,Nb0.8Zr0.2,,10.9,253
112020,Nb0.9Zr0.1,,10.7,253
112250,Ga1V3,Cr3Si(A15),14.5,1896
112251,V3Ga0.8Si0.2,Cr3Si(A15),11.9,1896
112252,V3Ga0.2Si0.8,Cr3Si(A15),10.5,1896
112255,Si1V3,Cr3Si(A15),16.7,1896
112256,V3Ga0.9Sn0.1,Cr3Si(A15),10.7,1896
112295,Nb3Sn1,Cr3Si(A15),18.0,1982
112296,Nb3Ga0.05Sn0.95,Cr3Si(A15),18.3,1982
112297,Nb3In0.15Sn0.85,Cr3Si(A15),18.3,1982
112298,Nb3Tl0.1Sn0.9,Cr3Si(A15),18.25,1982
112299,Nb3Ge0.1Sn0.9,Cr3Si(A15),17.97,1982
112300,Nb3Pb0.15Sn0.85,Cr3Si(A15),18.24,1982
112301,Nb3As0.05Sn0.95,Cr3Si(A15),18.19,1982
112302,Nb3Sb0.1Sn0.9,Cr3Si(A15),17.04,1982
112303,Nb3Bi0.15Sn0.85,Cr3Si(A15),18.28,1982
112304,Nb3Al0.05Sn0.95,Cr3Si(A15),18.2,1982
112305,Nb3In0.2Sb0.2Sn0.6,,16.0,1982
112306,Nb3Ge0.2Pb0.2Sn0.6,,17.84,1982
112307,Nb3Ga0.2Bi0.2Sn0.6,,18.06,1982
112308,Nb3Al0.72Ge0.28,Cr3Si(A15),19.9,1072
112309,Nb3Al0.67Ga0.33,Cr3Si(A15),18.7,1072
112310,Nb3Al0.8In0.2,Cr3Si(A15),18.1,1072
112311,Nb3Al0.5Sn0.5,Cr3Si(A15),16.0,1072
112312,Nb3Sn0.91Ga0.09,Cr3Si(A15),18.3,1072
112313,Nb3Sn0.65Ga0.35,Cr3Si(A15),16.5,1072
112314,Nb3Sn0.49Ga0.51,Cr3Si(A15),16.4,1072
112315,Nb3Sn0.95Ge0.05,Cr3Si(A15),18.1,1072
112316,Nb3Sn0.8Ge0.2,Cr3Si(A15),17.65,1072
112317,Nb3Sn0.65Ge0.35,Cr3Si(A15),16.1,1072
112318,Nb3Sn0.9In0.1,Cr3Si(A15),18.1,1072
112319,Nb3Sn0.8In0.2,Cr3Si(A15),17.8,1072
112320,Nb3Sn0.91Al0.09,Cr3Si(A15),17.8,1072
112321,Nb3Sn0.8Al0.2,Cr3Si(A15),16.8,1072
112322,Nb3Sn0.7Al0.3,Cr3Si(A15),15.75,1072
112323,Nb3Sn0.6Al0.4,Cr3Si(A15),15.7,1072
112324,Nb3Sn0.5Al0.5,Cr3Si(A15),16.1,1072
112325,Nb3Sn1,Cr3Si(A15),18.0,1072
112326,Ga1Nb3,Cr3Si(A15),16.1,1072
112327,Nb3Ga0.95Ge0.05,Cr3Si(A15),15.4,1072
112328,Nb3Ga0.85Al0.15,Cr3Si(A15),17.1,1072
112329,Nb3Ga0.65Al0.35,Cr3Si(A15),18.1,1072
112330,Nb3Ga0.5Al0.5,Cr3Si(A15),18.5,1072
112331,Nb3Ga0.9Sn0.1,Cr3Si(A15),16.1,1072
112332,Nb3Ga0.8Sn0.2,Cr3Si(A15),16.2,1072
112333,Nb3Ga0.65Sn0.35,Cr3Si(A15),16.3,1072
112334,Nb3Ga0.5Sn0.5,Cr3Si(A15),16.4,1072
112359,V75Si20Ge5,,12.15,1456
112367,V75Si20Ga5,Cr3Si(A15),12.33,1456
112369,V75Si5Ga20,Cr3Si(A15),10.58,1456
112370,V75Si2.57Ga22.4,Cr3Si(A15),13.32,1456
112404,Nb0.96Ti0.04N0.9,NaCl,13.8,1203
112405,Nb0.92Ti0.08N0.93,NaCl,15.2,1203
112406,Nb0.75Ti0.25N0.94,NaCl,16.1,1203
112407,Nb0.5Ti0.5N0.95,NaCl,15.1,1203
112408,Nb0.35Ti0.65N0.97,NaCl,13.2,1203
112409,Nb0.25Ti0.75N0.98,NaCl,10.5,1203
112412,Nb0.92Hf0.08N0.93,NaCl,13.7,1203
112413,Nb0.85Hf0.15N0.94,NaCl,12.3,1203
112414,Nb0.67Hf0.33N1,NaCl,10.2,1203
112424,Nb0.85Zr0.15N1,NaCl,13.7,1203
112476,Mo0.35Pt0.075Re0.375,Cr3Si(A15),10.6,SSC0140443
112477,Mo0.55Pt0.05Re0.4,Cr3Si(A15),10.2,SSC0140443
112478,Mo0.55Pt0.05Re0.425,Cr3Si(A15),11.25,SSC0140443
112658,B2Mg1,AlB2,39.0,JPS0732065
112659,Mg1B1.96C0.04,AlB2,35.0,JPS0732065
112660,Mg1B1.9C0.1,AlB2,27.0,JPS0732065
112661,Mg1B1.85C0.15,AlB2,20.0,JPS0732065
112663,Mg0.98Sc0.02B2,AlB2,39.0,P070134514
112664,Mg0.88Sc0.12B2,AlB2,30.0,P070134514
112666,B2Mg1,AlB2,37.6,P070134518
112667,Y1Ni2B2C1,LuNi2B2C,15.7,P070134518
112679,Zr1N1Cl0.7,,12.7,P070104506
112680,Li0.5M3Hf1N1Cl1,,25.2,P070104506
112702,Er1Ni2B2C1,LuNi2B2C,10.5,PHC4110059
112712,B2Mg1,AlB2,37.6,PHC4120258
112730,Nb3Pt1,Cr3Si(A15),10.9,492
112731,Au1Nb3,Cr3Si(A15),11.5,492
112770,Nb3Rh0.1Au0.9,Cr3Si(A15),10.8,492
112771,Nb3Rh0.05Au0.95,Cr3Si(A15),11.0,492
112772,Nb3Rh0.02Au0.98,Cr3Si(A15),10.9,492
112784,B2Mg1,AlB2,38.5,L088167004
112785,B2Mg1,AlB2,38.0,SST0151156
112786,B2Mg1,AlB2,37.9,P069144514
112828,Nb0.75Zr0.25,,10.6,1352
112829,Nb0.65Zr0.35,,10.6,1352
112885,Nb0.5Zr0.5,,10.3,1579
112887,Nb0.5Zr0.5,,10.4,847
112888,Nb0.75Zr0.25,,10.7,847
112889,Nb3Sn1,,18.1,1236
112890,Nb3Sn0.8Sb0.2,,16.5,1236
112891,Nb3Sn0.7Sb0.3,,15.8,1236
112892,Nb3Sn0.5Sb0.5,,14.4,1236
112893,Al1Nb3,Cr3Si(A15),18.2,1066
112894,Si1V3,Cr3Si(A15),17.0,1066
112895,Ga1Nb3,Cr3Si(A15),16.0,1066
112896,NbSn3,Cr3Si(A15),18.0,1066
112897,Nb2.85Ti0.15Sn1,Cr3Si(A15),17.9,1066
112898,Nb2.7Ti0.3Sn1,Cr3Si(A15),16.4,1066
112899,Nb2.55Ti0.45Sn1,Cr3Si(A15),15.6,1066
112900,Nb2.85Zr0.15Sn1,Cr3Si(A15),18.1,1066
112901,Nb2.7Zr0.3Sn1,Cr3Si(A15),18.1,1066
112902,Nb2.55Zr0.45Sn1,Cr3Si(A15),17.9,1066
112903,Nb2.34Zr0.66Sn1,Cr3Si(A15),17.7,1066
112904,Nb2.1Zr0.9Sn1,Cr3Si(A15),17.7,1066
112905,Nb2.934V0.066Sn1,Cr3Si(A15),17.7,1066
112906,Nb2.85V0.15Sn1,Cr3Si(A15),17.1,1066
112907,Nb2.7V0.3Sn1,Cr3Si(A15),15.9,1066
112908,Nb2.55V0.45Sn1,Cr3Si(A15),15.0,1066
112909,Nb2.85Ta0.15Sn1,Cr3Si(A15),18.3,1066
112910,Nb2.7Ta0.3Sn1,Cr3Si(A15),18.0,1066
112911,Nb2.4Ta0.6Sn1,Cr3Si(A15),17.3,1066
112912,Nb2.1Ta0.9Sn1,Cr3Si(A15),16.0,1066
112913,Nb1.8Ta1.2Sn1,Cr3Si(A15),14.1,1066
112914,Ga1V3,Cr3Si(A15),14.5,1066
112969,Nb3Sn0.5Ge0.5,,11.3,427
112970,Nb3Sn0.5Zr0.5,,16.7,427
113107,Rh0.09Zr0.91,,10.1,766
113124,Rh0.1Zr0.9,,10.8,648
113161,Si1V3,Cr3Si(A15),15.9,1933
113164,N1Nb1,NaCl,15.0,1038
113282,Mg1B1.88C0.12,AlB2,32.9,P071020501
113283,Tl1Mo6Se7.5,Chevrel,12.2,JPS0613054
113291,Lu1Ni2B2C1,LuNi2B2C,16.5,P071024509
113292,Lu0.98La0.02Ni2B2C1,LuNi2B2C,16.2,P071024509
113293,Lu0.95La0.05Ni2B2C1,LuNi2B2C,15.3,P071024509
113294,Lu0.94La0.06Ni2B2C1,LuNi2B2C,15.1,P071024509
113295,Lu0.93La0.07Ni2B2C1,LuNi2B2C,13.6,P071024509
113296,Lu0.92La0.08Ni2B2C1,LuNi2B2C,13.6,P071024509
113298,B2Mg1,AlB2,38.5,P071024533
113299,Mg1B1.896C0.104,AlB2,35.0,P071024533
113300,Mg1B1.9C0.1,AlB2,34.3,P071024533
113301,Mg1B1.874C0.126,AlB2,33.3,P071024533
113302,Mg1B1.84C0.16,AlB2,33.0,P071024533
113303,Mg1B1.826C0.174,AlB2,30.8,P071024533
113304,Mg1B1.81C0.19,AlB2,30.1,P071024533
113305,Mg1B1.8C0.2,AlB2,28.0,P071024533
113306,Mg1B1.792C0.208,AlB2,25.5,P071024533
113307,Mg1B1.7C0.3,AlB2,10.2,P071024533
113309,B2Mg1,AlB2,38.81,PHC4070031
113310,Mg1B1.9C0.1,AlB2,33.98,PHC4070031
113311,Mg1B1.8C0.2,AlB2,34.16,PHC4070031
113312,Mg1B1.7C0.3,AlB2,34.27,PHC4070031
113313,Mg1B1.6C0.4,AlB2,33.3,PHC4070031
113314,Mg1B1.5C0.5,AlB2,28.3,PHC4070031
113315,Mg1B1.4C0.6,AlB2,19.45,PHC4070031
120012,Zr1Ru1P1,Fe2P,11.45,NAC0773132
120013,Hf1Ru1P1,Fe2P,11.89,NAC0773132
120017,Zr1Ru1As1,ZrNiAl,11.9,MRB0180983
120097,Y1.8Th0.2C2.7,Pu2C3,12.0,LES0190113
120098,Y1.6Th0.4C2.7,Pu2C3,14.7,LES0190113
120099,Y1.4Th0.6C2.7,Pu2C3,16.4,LES0190113
120100,Y1.3Th0.7C2.7,Pu2C3,16.8,LES0190113
120101,Y1.2Th0.8C2.7,Pu2C3,16.0,LES0190113
120102,Y1Th1C2.7,Pu2C3,15.5,LES0190113
120103,Y0.8Th1.2C2.7,Pu2C3,15.1,LES0190113
120104,Y0.6Th1.4C2.7,Pu2C3,14.4,LES0190113
120105,Y1.4Th0.6C2.4,Pu2C3,15.4,LES0190113
120106,Y0.6Th1.4C2.5,Pu2C3,14.6,LES0190113
120107,Y1.4Th0.6C2.8,Pu2C3,16.3,LES0190113
120108,Y1.4Th0.6C2.9,Pu2C3,16.3,LES0190113
120109,Y1.2Th0.8C2.9,Pu2C3,15.8,LES0190113
120110,Y0.6Th1.4C2.9,Pu2C3,14.6,LES0190113
120111,Y1.5Th0.5C3,Pu2C3,16.7,LES0190113
120112,Y1.4Th0.6C3,Pu2C3,16.8,LES0190113
120113,Y1.4Th0.6C3.1,Pu2C3,17.0,LES0190113
120114,Y1.8Au0.2C2.6,Pu2C3,10.1,LES0190113
120115,Y1.8Ge0.2C2.7,Pu2C3,10.6,LES0190113
120116,Y1.8Si0.2C2.7,Pu2C3,11.3,LES0190113
120117,Y1.8Sn0.2C2.7,Pu2C3,10.2,LES0190113
120118,Y1.8Ru0.2C2.7,Pu2C3,11.2,LES0190113
120119,Y1.8Nb0.2C2.7,Pu2C3,10.8,LES0190113
120120,Y1.8Ti0.2C2.7,Pu2C3,10.7,LES0190113
120121,Y1.8Ti0.2C2.9,Pu2C3,14.2,LES0190113
120122,Y1.8Zr0.2C2.9,Pu2C3,13.0,LES0190113
120123,Y1.8Mo0.2C2.9,Pu2C3,13.8,LES0190113
120124,Y1.8W0.2C2.9,Pu2C3,14.5,LES0190113
120127,Y1.8V0.2C2.9,Pu2C3,11.5,LES0190113
120128,Y1.8Cr0.2C2.9,Pu2C3,12.4,LES0190113
120129,Y1.4Ti0.6C3,Pu2C3,12.9,LES0190113
120130,Y1.8Ti0.2C3.1,Pu2C3,14.5,LES0190113
120131,Y1.8W0.2C3.1,Pu2C3,14.8,LES0190113
120145,Th1.8Lu0.2C3,Pu2C3,10.3,LES0300217
120146,Th1.6Lu0.4C3,Pu2C3,10.9,LES0300217
120147,Th1.4Lu0.3C3,Pu2C3,11.7,LES0300217
120148,Th1.2Lu0.8C3,Pu2C3,11.6,LES0300217
120229,Zr1Ru1P1,Fe2P,13.0,LES0920177
120242,Zr1Ru1P1,,11.45,MRB0200517
120243,Hf1Ru1P1,,11.89,MRB0200517
120244,Zr1Ru1As1,,11.05,MRB0200517
120280,Th1Pd2B2C1,LuNi2B2C,14.5,PHC2290065
120281,Th1Pd3B3C1,,21.5,PHC2290065
130001,Mo6S6Br2,Chevrel,13.0,LTP0480503
130002,Mo6S6I2,Chevrel,13.0,LTP0480503
130007,Sn1Mo6S8,Chevrel,11.7,LTP0480503
130008,Pb1Mo6S8,Chevrel,13.7,LTP0480503
130016,La1Mo6Se8,Chevrel,11.6,LTP0480503
130017,Pb1Mo6S8,Chevrel,15.0,REV198201
130018,Sn1Mo6S8,Chevrel,14.0,REV198201
130024,Pb0.92Mo6S7.5,Chevrel,13.98,REV1976137
130025,Pb1Mo5.1S4,Chevrel,14.51,REV1976137
130026,Sn0.6Mo3S4,Chevrel,14.45,REV1976137
130027,Sn0.6Mo3S4,Chevrel,13.05,REV1976137
130043,La1Mo6Se8,Chevrel,11.3,BOOK1982
130044,La1Mo6Se8,Chevrel,10.8,BOOK1982
130048,Sn1Mo6S8,Chevrel,13.4,BOOK1982
130049,Sn1Mo6S8,Chevrel,11.8,BOOK1982
130050,Sn1Mo6S8,Chevrel,11.7,BOOK1982
130051,Pb1Mo6S8,Chevrel,14.4,BOOK1982
130052,Pb1Mo6S8,Chevrel,12.6,BOOK1982
130053,Pb1Mo6S8,Chevrel,13.3,BOOK1982
130056,Si1V3,Cr3Si(A15),16.85,LTP0060171
130057,Si1V3,Cr3Si(A15),16.83,LTP0060171
130058,Si0.22V0.78,Cr3Si(A15),14.38,LTP0060171
130059,Ga1V3,Cr3Si(A15),13.87,LTP0060171
130063,V3Ge0.8Al0.2,Cr3Si(A15),11.02,LTP0060171
130064,V3Ge0.7Al0.3,Cr3Si(A15),11.17,LTP0060171
130070,Nb3Sn1,Cr3Si(A15),17.832,LTP0060171
130071,Al1Nb3,Cr3Si(A15),17.11,LTP0060171
130073,Nb0.78Al0.165Ge0.055,Cr3Si(A15),20.29,LTP0060171
130081,Nb3Pt1,Cr3Si(A15),10.53,LTP0060171
130091,Mo3Os1,Cr3Si(A15),11.69,LTP0060171
130092,Mo3Os1,Cr3Si(A15),12.5,LTP0060171
