num :,element :,str3 :,tc :,refno :
130096,Sn1.2Mo6.35S8,Chevrel,10.7,JPC008L474
130097,Sn1.08Eu0.1Mo6.35S8,Chevrel,10.9,JPC008L474
130098,Sn0.96Eu0.2Mo6.35S8,Chevrel,10.7,JPC008L474
130099,Sn0.84Eu0.3Mo6.35S8,Chevrel,10.6,JPC008L474
130100,Sn0.72Eu0.4Mo6.35S8,Chevrel,10.1,JPC008L474
130101,Sn0.6Eu0.5Mo6.35S8,Chevrel,10.2,JPC008L474
130106,Pb0.7Eu0.3Gd0.2Mo6S8,Chevrel,14.3,JPC008L474
130107,Pb0.7Eu0.3Mo6.35S8,Chevrel,13.6,JPC008L474
130108,Pb0.7Eu0.3Mo6.35S8,Chevrel,11.0,JPC008L474
130109,Pb1Mo6.35S8,Chevrel,12.0,JPC008L474
130114,Mo6S6Br2,Chevrel,13.8,CEM0330043
130115,Mo6S6I2,Chevrel,14.0,CEM0330043
130136,Pb1Mo6S6O2,Chevrel,11.7,MRB0151025
130142,La1Mo6Se8,Chevrel,11.3,BOOK1982
130143,La1Mo6Se8,Chevrel,10.8,BOOK1982
130147,Sn1Mo6S8,Chevrel,13.4,BOOK1982
130148,Sn1Mo6S8,Chevrel,11.8,BOOK1982
130149,Sn1Mo6S8,Chevrel,11.7,BOOK1982
130150,Pb1Mo6S8,Chevrel,14.4,BOOK1982
130151,Pb1Mo6S8,Chevrel,12.6,BOOK1982
130152,Pb1Mo6S8,Chevrel,13.3,BOOK1982
130155,Pb0.92Mo6S7.5,Chevrel,13.98,REV1976137
130156,Pb1Mo5.1S4,Chevrel,14.51,REV1976137
130157,Sn0.6Mo3S4,Chevrel,14.45,REV1976137
130158,Sn0.6Mo3S4,Chevrel,13.05,REV1976137
131008,Al0.05Nb3Sn0.95,Cr3Si(A15),18.0,HPLT1978-1
131009,Nb3Sn1,Cr3Si(A15),17.77,HPLT1978-1
131010,Nb3Sn0.05Sn0.95,Cr3Si(A15),16.9,HPLT1978-1
131011,Nb3Sn0.1Sn0.9,Cr3Si(A15),16.2,HPLT1978-1
131012,Nb3Sn0.2Sn0.8,Cr3Si(A15),15.89,HPLT1978-1
131017,Lu1Rh4B4,RT4B4,11.249,HPLT1978-3
131018,Y1Rh4B4,RT4B4,10.591,HPLT1978-3
131026,Cr4.84Ga25V70.16,Cr3Si(A15),12.14,HPLT1978-5
131028,Ga25Mn4.92V70.08,Cr3Si(A15),10.1,HPLT1978-5
131060,Ga1V3,Cr3Si(A15),13.8,SSC0190265
131061,Ga1V3,Cr3Si(A15),15.3,SSC0190265
131066,Au1Nb3,Cr3Si(A15),10.56,SSC0210239
131160,Tc0.97Ti0.03,,10.56,LES0440177
131238,Nb3Sn1,Cr3Si(A15),18.0,PRL0500853
131239,Si1V3,Cr3Si(A15),16.9,PRL0500853
131245,Mo0.6Re0.4,,12.0,SSC0280969
131248,Mo0.18Tc0.82,,13.7,SSC0280969
131264,Si1V3,Cr3Si(A15),16.84,SSC0500453
131265,Si1V3,Cr3Si(A15),16.98,SSC0500453
131272,Nb3Si1,Cr3Si(A15),18.0,SSC0390005
131277,Nb3Si1,Cr3Si(A15),18.6,SSC0370613
131278,Nb3Si1,Cr3Si(A15),17.5,SSC0380923
131279,Nb3Sn1,Cr3Si(A15),17.2,SSC0200305
131314,C0.198N0.747Ta1,,10.74,SSC0200869
131315,C0.148N0.638Ta1,,12.01,SSC0200869
131316,C0.017N0.632Ta1,,11.84,SSC0200869
131317,C0.571N0.271Ta1,,10.92,SSC0200869
131318,C0.97Ta1,,11.84,SSC0200869
131328,Mo1N1,,15.1,SSC0630141
131334,Li1Ti2O4,spinel,11.9,CEM0770401
131335,Li1.035Ti1.965O4,spinel,11.75,CEM0770401
131336,Li1.07Ti1.93O4,spinel,11.7,CEM0770401
131337,Li1.1Ti1.9O4,spinel,10.25,CEM0770401
131368,Li1Ti2O4,spinel,12.7,SSC0740621
131369,Li1Ti2O4,spinel,10.7,SSC0740621
131371,Li1Ti2O4,spinel,11.5,JCG1420087
131372,Mo0.6Re0.4,,12.3,PRL0572987
131373,N1Nb1,,16.5,PRL0761525
131376,Mo3Os1,Cr3Si(A15),12.7,SSC0211007
131428,Ir0.4Nb0.55O0.05,,10.5,LES0420355
131439,Si1V3,Cr3Si(A15),16.0,LES1540187
131450,Si1V3,Cr3Si(A15),16.6,SSC0390825
131459,Ga26.5V73.5,Cr3Si(A15),13.6,SSC0390773
131460,Ga25V75,Cr3Si(A15),15.3,SSC0390773
131462,Ga22.2V77.8,Cr3Si(A15),12.3,SSC0390773
131463,Ga23.6V76.4,Cr3Si(A15),14.6,SSC0390773
131464,Ga24.8V75.2,Cr3Si(A15),15.1,SSC0390773
131465,Ga25.3V74.7,Cr3Si(A15),14.9,SSC0390773
131466,Ga28.1V71.9,Cr3Si(A15),12.2,SSC0390773
131467,Ga29.6V70.4,Cr3Si(A15),12.1,SSC0390773
131468,Ga1V3,Cr3Si(A15),15.2,SSC0141051
131469,Al1Nb3,Cr3Si(A15),18.7,SSC0141051
131473,Ga0.25V0.75,Cr3Si(A15),14.5,LES0960191
131474,Ga0.31V0.69,Cr3Si(A15),15.4,LES0960191
131475,Ga0.2V0.8,Cr3Si(A15),12.5,LES0960191
131476,Ga0.25V0.75,Cr3Si(A15),12.7,LES0960191
131477,Ga0.3V0.7,Cr3Si(A15),14.1,LES0960191
131495,Ga1Nb3,Cr3Si(A15),20.5,SSC0220109
131496,Ga1V3,Cr3Si(A15),15.9,SSC0220109
131497,Ga1Nb3,Cr3Si(A15),19.8,SSC0331015
131498,N1.07Nb1,,14.4,CEM0340045
131499,N0.78Nb1,,10.5,CEM0340045
131500,N0.89Nb1,,12.1,CEM0340045
131501,N0.93Nb1,,13.3,CEM0340045
131502,C0.28N0.76Nb1,,16.4,CEM0340045
131503,Al1Nb3,Cr3Si(A15),17.4,CEM0340045
131514,Rh1Zr2,CuAl2,11.2,JAC2060047
140090,C1Nb1,,11.2,1006
140091,Nb0.75Mo0.25C1,,12.0,1006
140092,Nb0.5Mo0.5C1,,13.1,1006
140093,Nb0.25Mo0.75C1,,13.1,1006
140094,Nb0.05Mo0.95C1,,13.5,1006
140095,C1Mo1,,14.3,1006
140096,Nb0.9W0.1C1,,11.6,1006
140097,Nb0.8W0.2C1,,13.7,1006
140098,Nb0.75W0.25C1,,13.1,1006
140099,Nb0.7W0.3C1,,13.2,1006
140100,Nb0.65W0.35C1,,13.0,1006
140101,Nb0.5W0.5C1,,12.5,1006
140102,Nb0.2W0.8C1,,11.0,1006
140108,Mo0.9W0.1C1,,11.7,1006
140109,Mo0.8W0.2C1,,12.0,1006
140110,Mo0.6W0.4C1,,11.3,1006
140111,Mo0.4W0.6C1,,11.3,1006
140112,Mo0.2W0.8C1,,10.1,1006
140118,Ta0.2Mo0.8C1,,10.5,1006
140119,Ta0.05Mo0.95C1,,11.8,1006
140124,Mo0.95V0.05C1,,13.9,1006
140125,Mo0.95Ti0.05C1,,13.5,1006
140126,Mo0.95Zr0.05C1,,13.2,1006
140127,Mo0.95Hf0.05C1,,12.7,1006
140128,Mo0.9Re0.1C1,,13.9,1006
140129,Mo0.9Ru0.1C1,,13.7,1006
140130,Mo0.9V0.1C1,,13.3,1006
140131,Mo0.9Ti0.1C1,,13.1,1006
140132,Mo0.9Hf0.1C1,,11.9,1006
140133,Mo0.9Zr0.1C1,,11.5,1006
140134,Mo0.84V0.16C1,,12.9,1006
140135,Mo0.84Ti0.16C1,,12.8,1006
140136,Mo0.84Hf0.16C1,,11.5,1006
140137,Mo0.84Zr0.16C1,,11.0,1006
140138,Mo0.8V0.2C1,,12.8,1006
140139,Mo0.8Ti0.2C1,,12.0,1006
140140,Mo0.8Hf0.2C1,,11.4,1006
140141,Mo0.8Zr0.2C1,,10.9,1006
150017,Mg0.9Al0.1B2,AlB2,30.5,P075144507
150018,Mg0.8Al0.2B2,AlB2,23.5,P075144507
150019,Mg1B1.89C0.11,AlB2,33.0,P075144507
150020,Mg1B1.87C0.13,AlB2,28.0,P075144507
150021,Mg1B1.8C0.2,AlB2,22.0,P075144507
150022,Mg1B1.958C0.042,AlB2,37.5,P075144507
150023,Mg1B1.924C0.076,AlB2,36.2,P075144507
150024,B2Mg1,AlB2,39.0,P075144507
150026,Nb3Sn1,,17.93,PR1201964
150040,Pu1Co1Ga5,HoCoGa5,17.8,P075184501
150044,B2Mg1,AlB2,38.8,P075184513
150049,La0.8Rh4P12,skutterudite,14.9,P075184535
150051,La1Ru4As12,skutterudite,10.3,PCS0600689
150159,C3Y2,Pu2C3,11.6,J076024713
150160,C3Y2,Pu2C3,13.9,J076024713
150161,C3Y2,Pu2C3,15.2,J076024713
150162,Nb3Sn1,Cr3Si(A15),18.0,J076024713
150224,C6Ca1,GIC,11.5,P076052511
150228,La1Ru4As12,skutterudite,10.3,J076104705
150237,Sc1Tc2,MgZn2(Laves),10.9,LES0810349
150253,Pu1Co1Ga5,HoCoGa5,18.25,P076064504
150254,Li0.18Zr1N1Cl1,,11.6,P076064508
150260,Pu1Co1Ga5,HoCoGa5,15.0,P076064504
150279,Y5Os4Si15,,10.8,PHC1620407
150287,Y5Os4Si15,,10.8,PHC1530485
150294,Li0.3Ti1.1S2,Ti3S4,13.0,SCI1750884
150296,Rb2.7Tl2.2C60,fullerene,23.2,SCI2540826
150326,Zr0.12N1Cl1,,12.7,L094217002
150342,Er1Ni2B2C1,LuNi2B2C,10.23,PHC4670009
150349,Tm1Ni2B2C1,LuNi2B2C,10.79,PHC4670009
150378,C6Ca1,,11.6,P076220502
150381,C6Ca1,GIC,11.6,L098067002
150493,C3La2,Pu2C3,11.2,L100097002
150494,C3Y2,Pu2C3,15.2,L100097002
150500,Li0.9Mg0.1,,11.0,PHB4031074
150551,Ta0.5Nb0.5C1,NaCl,11.1,PHC4680169
150587,Ca1Li2,MgZn2(Laves),13.0,L100197003
150591,B2Mg1,AlB2,37.0,P077174501
150592,Mg1B1.924C0.076,AlB2,35.8,P077174501
150593,Mg1B1.904C0.096,AlB2,35.5,P077174501
150630,Li0.37Hf1N1Cl1,,20.0,L100247005
150631,Li0.37M0.3Hf1N1Cl1,,22.5,L100247005
150632,Li0.37M0.2Hf1N1Cl1,,25.6,L100247005
150633,Li0.37M0.2Hf1N1Cl1,,25.0,L100247005
150641,Mo1N1,,13.5,P077212503
150643,B2Mg0.98,AlB2,38.4,P077214507
150644,Mg0.95Li0.05B2,AlB2,38.25,P077214507
150645,Mg0.9Li0.1B2,AlB2,35.55,P077214507
150646,Mg0.92Li0.08B2,AlB2,38.0,P077214507
150647,Mg0.89Li0.11B2,AlB2,35.3,P077214507
150648,Mg1B1.9C0.1,AlB2,34.3,P077214507
150649,Mg0.94Li0.06B1.96C0.04,AlB2,35.6,P077214507
150650,Mg0.91Li0.09B1.84C0.16,AlB2,30.15,P077214507
150651,Mg0.9Li0.1B1.82C0.18,AlB2,28.5,P077214507
150652,Mg0.89Li0.11B1.88C0.12,AlB2,29.9,P077214507
150684,B2Mg1,AlB2,39.0,SSC1470027
150685,Mg0.99Co0.01B2,AlB2,38.7,SSC1470027
150686,Mg0.98Co0.02B2,AlB2,37.4,SSC1470027
150687,Mg0.97Co0.03B2,AlB2,36.2,SSC1470027
150688,Mg0.99Mn0.01B2,AlB2,30.6,SSC1470027
150689,Mg0.98Mn0.02B2,AlB2,23.2,SSC1470027
150690,Mg0.97Mn0.03B2,AlB2,12.4,SSC1470027
150696,Y1Rh4B4,RT4B4,11.34,NAS0741334
150801,Lu1Rh4B4,RT4B4,11.76,NAS0741334
150802,Lu0.75Th0.25Rh4B4,RT4B4,11.93,NAS0741334
150809,Nb1P1S1,NbPS,12.5,IOC0082690
150863,C6Ca1,GIC,11.6,P078064506
150883,B2.6Nb1,AlB2,10.9,SSC1470439
150914,Sc1,,19.6,P078064519
150915,Lu1,,12.2,P078064519
150922,B0.015C0.985,,12.0,L101027002
151014,Ba0.625K0.375Bi1O3,BKBO,29.4,NAT3350419
151015,Ba1Pb0.75Bi0.25O3,BPBO,11.0,SCI2381558
151016,Ba0.7K0.6Bi1O3,BKBO,29.35,PHC1570469
151020,C60Rb3,fullerene,29.55,SCI2590655
151021,C60Rb3,fullerene,29.55,SCI2590655
151071,Pu1Co1Ga5,HoCoGa5,18.0,NAT4340622
151120,Y1Rh4B4,RT4B4,10.6,LTP0680147
151121,Lu1Rh4B4,RT4B4,11.45,LTP0680147
151122,Lu1Ru1B2,LuRuB2,10.6,LTP0680147
151133,Lu1Rh4B4,RT4B4,11.5,LES0620251
151256,H4Si1,,17.0,SCI3191506
151273,Ba1Pb0.75Bi0.253,BPBO,12.5,PLA3731482
151277,Ba1Pb0.35Hg0.4Bi0.25O3,BPBO,10.7,PLA3731482
151292,Li0.5Nb1O2,NaCoO2,16.4,JAC4760519
151443,C0.9S0.1,,38.0,PRB079233409
151444,C1,,32.0,PRB079233409
151522,Li0.1Zr1N1Cl1,,14.0,PRL103077004
151523,Li0.28Zr1N1Cl1,,11.6,PRL103077004
151895,Li0.16Zr1N1Cl1,,12.6,JPS079014707
151896,Li0.16M0.3Zr1N1Cl1,,15.0,JPS079014707
151897,Li0.16M1Zr1N1Cl1,,15.0,JPS079014707
151898,Na0.28Hf1N1Cl1,,22.8,JPS079014707
151899,Na0.28M1Hf1N1Cl1,,24.6,JPS079014707
151900,Li0.5M0.3Hf1N1Cl1,,25.5,JPS079014707
152006,Y0.9Pr0.1Ni2B2C1,LuNi2B2C,11.2,P078144422
152007,Y0.95Pr0.05Ni2B2C1,LuNi2B2C,14.1,P078144422
152008,Y1Ni2B2C1,LuNi2B2C,15.6,P078144422
152045,Lu1Ru1B2,LuRuB2,10.2,PCS0693153
152047,Lu1Ru1B2,LuRuB2,10.58,PRB0331671
152100,Y0.99Gd0.01Rh4B4,RT4B4,10.1,JAP0491392
152117,Y0.83Er0.17Rh4B4,RT4B4,10.4,SSC0320185
152183,Mg1B2,AlB2,39.0,PHC4690064
152184,Mg1.995Mn0.005B2,AlB2,37.7,PHC4690064
152185,Mg1.99Mn0.01B2,AlB2,37.6,PHC4690064
152186,Mg1.985Mn0.015B2,AlB2,37.4,PHC4690064
152187,Mg1.98Mn0.02B2,AlB2,36.9,PHC4690064
152199,Tm1Ni2B2C1,LuNi2B2C,10.92,PRB081214517
152223,Rh1Zr2,,11.2,SSC0680085
152236,Rh1Zr2,,11.2,PRB05312299
152239,Rh1Zr2,CuAl2,11.3,SSC0151797
152262,C60Cs3,fullerene,34.9,PRL104256402
152263,C60Cs3,fullerene,35.7,PRL104256402
152306,Li0.13Zr1N1Cl1,,12.2,PRB082054504
152307,Li0.13M0.26Zr1N1Cl1,,13.7,PRB082054504
152308,Li0.13M0.39Zr1N1Cl1,,13.1,PRB082054504
152309,Li0.05Zr1N1Cl1,,15.0,PRB082054504
152310,Li0.05M0.26Zr1N1Cl1,,15.0,PRB082054504
152311,Li0.05M0.39Zr1N1Cl1,,14.2,PRB082054504
152404,C6Ca1,GIC,11.48,PRB082132502
152503,Y1Ni2B2C1,LuNi2B2C,15.55,PRB082174513
152504,Y0.9Gd0.1Ni2B2C1,LuNi2B2C,12.5,PRB082174513
152505,Y0.86Gd0.14Ni2B2C1,LuNi2B2C,10.475,PRB082174513
152508,Lu1Ni2B2C1,LuNi2B2C,16.35,PRB082174513
152509,Lu0.945Gd0.055Ni2B2C1,LuNi2B2C,13.28,PRB082174513
152635,Sn1Mo6S8,Chevrel,14.2,PRL106017003
152636,Sn1Mo6S8,Chevrel,14.2,PRL106017003
152637,Pb1Mo6S8,Chevrel,14.9,PRL106017003
152638,Pb1Mo6S8,Chevrel,14.9,PRL106017003
152795,Lu1Ni2B2C1,LuNi2B2C,16.0,PRB083104519
152796,Lu1Ni2B2C1,LuNi2B2C,16.1,PRB083104519
152797,Lu1Ni2B2C1,LuNi2B2C,15.0,PRB083104519
152798,Lu1Ni2B2C1,LuNi2B2C,16.1,PRB083104519
152799,Y1Ni2B2C1,LuNi2B2C,15.5,PRB083104519
152805,La3Ni2B2N2.7,La3Ni2B2N3,12.5,PRB083115131
152806,La2.95Ce0.05Ni2B2N2.7,La3Ni2B2N3,10.2,PRB083115131
152810,Y0.95Ce0.05Ni2B2C1,LuNi2B2C,13.8,PRB05207428
152811,Y0.9Ce0.1Ni2B2C1,LuNi2B2C,11.9,PRB05207428
152866,Ga1P1,,10.3,JPS0573289
152877,Ba1Pb0.75Bi0.25O3,BKBO,12.0,PCS0720597
152954,Ca1,,29.0,PRB083220512
152985,Nb1C1N1,,15.75,PHC2330077
152986,Nb1C1N1,,16.5,PHC2330077
153043,Zr1Ru1P1,Fe2P,13.8,SSC1511504
153048,Zr1Ru1Si1,Fe2P,12.2,JPC0139393
153049,Zr1Ru1P1,Fe2P,13.0,JPC0139393
153052,Zr1Ru0.99Rh0.01P1,Fe2P,10.1,JPC0139393
153057,Zr1Ru1P1,Fe2P,10.1,MRB0391231
153065,Zr1Ru1P1,Fe2P,10.3,PHC2920079
153263,B2Mg1,AlB2,40.5,SUP0180667
153264,B2Mg0.988Sc0.012,AlB2,41.4,SUP0180667
153265,Na1Ox,,28.0,SSC1501483
153319,Ba0.6K0.4O3,BKBO,30.6,PHC4710704
153354,C22H14K3.3,,18.0,NAT4640076
153477,Pb7Bi3,,10.3,PHC4830162
153511,Er1Ni2B2C,LuNi2B2C,11.0,SSC1521076
153591,K0.5Ti1N1Cl1,FeOCl,16.0,PRB085144517
153592,Hf1N1Cl0.7,SmSI,24.0,PRB085144517
153728,Na0.16Ti1N1Cl1,,14.0,PRB086024516
153729,Na0.16M1Ti1N1Cl1,,10.2,PRB086024516
153772,Yb0.2M1Hf1N1Cl1,SmSI,23.0,PRB086134501
153773,Yb0.3M1Hf1N1Cl1,SmSI,24.8,PRB086134501
153774,Yb0.2M1Hf1N1Cl1,SmSI,25.2,PRB086134501
153847,C3Y2,Pu2C3,15.65,PHC4840052
153849,Mg1B1.9C0.1,AlB2,31.4,PHC4850168
153850,Mg1B1.8C0.2,AlB2,19.7,PHC4850168
154004,K0.5Ti1N1Cl1,FeOCl,16.3,JMC0192573
154006,Li0.5Ti1N1Cl1,FeOCl,16.5,JMC0192573
154007,Na0.5Ti1N1Cl1,FeOCl,16.3,JMC0192573
154009,Rb0.5Ti1N1Cl1,FeOCl,16.3,JMC0192573
154245,Sr1Pt2Ge2,,10.2,PHC4930093
154436,La1Bi1S2F0.4O0.6,,10.26,EPL10117004
154437,La1Bi1S2F0.5O0.5,,10.96,EPL10117004
154486,Mg1B2,AlB2,33.0,PHC4970043
154487,Mg1B2M0.05,AlB2,37.5,PHC4970043
154488,Mg1B2M0.5,AlB2,37.8,PHC4970043
154489,Mg1B2M5,AlB2,36.4,PHC4970043
154607,Nb0.87Si0.09N0.87O0.13,NaCl,16.35,CEM2100238
154608,Nb1N0.87O0.13,NaCl,17.2,CEM2100238
154707,Nb0.89Al0.11N0.85O0.17,NaCl,17.3,CEM1831710
154708,Nb0.95Mg0.05N0.92O0.08,NaCl,15.0,CEM1842061
154709,Nb0.95Mg0.05N0.92O0.08,NaCl,17.6,CEM1842061
154711,Nb0.9Mg0.1N0.87O0.13,NaCl,16.2,CEM1842061
154712,Nb1N0.98O0.02,NaCl,17.7,CEM1880066
154713,Nb0.95Mg0.05N0.92O0.08,NaCl,17.0,CEM1880066
154714,Nb0.89Al0.11N0.84O0.16,NaCl,16.7,CEM1880066
154715,Nb0.87Si0.09N0.13O0.13,NaCl,16.8,CEM1880066
154865,Eu1Sr2Ta0.8Sn0.2O8-z,M1212,40.0,PHC5040001
154866,Sm1Sr2Ta0.8Sn0.2O8-z,M1212,30.0,PHC5040001
155014,Mo1O2-z,,12.0,PRB090054505
155029,La1Bi1S2F0.5O0.5,,10.7,JPS083063704
155251,Ga1Nb3,A15,16.5,PHB4590021
155302,D2S1,,30.0,MAT1412.0460
155309,La3Ni2B2N3,La3Ni2B2N3,14.9,ACS1342516
155338,C0.681Mo1,,12.0,CEM1960579
155341,K0.08Zr1N1Cl1,,13.0,CHM0231558
155342,K0.08M1Zr1N1Cl1,,15.0,CHM0231558
155343,K0.26Zr1N1Cl1,,11.5,CHM0231558
155344,K0.26M1Zr1N1Cl1,,11.5,CHM0231558
155365,M0.23Ti1N1Cl1,,10.5,JMC02210752
155368,M1Ti1N1Cl1,,10.5,JMC02210752
155369,M1Ti1N1Cl1,,15.5,JMC02210752
155371,M1Ti1N1Cl1,,15.2,JMC02210752
155372,M1Ti1N1Cl1,,15.5,JMC02210752
155373,M1Ti1N1Cl1,,17.1,JMC02210752
155374,M1Ti1N1Cl1,,16.0,JMC02210752
155375,M1Ti1N1Cl1,,16.4,JMC02210752
155447,Cs3C60,fullerene,38.0,NATM0070367
155538,Cs3C60,fullerene,38.0,SCI3231585
155549,Eu0.16M1Zr1N1Cl1,SmSI,12.7,SST026045017
155550,Yb0.31M1Zr1N1Cl1,SmSI,12.5,SST026045017
155551,Eu0.08M1Hf1N1Cl1,SmSI,24.3,SST026045017
155552,Eu0.13M1Hf1N1Cl1,SmSI,24.1,SST026045017
155553,Yb0.11M1Hf1N1Cl1,SmSI,23.0,SST026045017
155554,Eu0.13M1Hf1N1Cl1,SmSI,25.8,SST026045017
155555,Eu0.13M1Hf1N1Cl1,SmSI,25.6,SST026045017
155556,Ba0.33Hf1N1Cl1,SmSI,20.2,SST026085015
155557,Sr0.33Hf1N1Cl1,SmSI,20.3,SST026085015
155558,Ca0.4M1Hf1N1Cl1,SmSI,22.4,SST026085015
155559,Ca0.29M1Hf1N1Cl1,SmSI,22.7,SST026085015
155560,Ca0.24M1Hf1N1Cl1,SmSI,22.8,SST026085015
155561,Ca0.11M1Hf1N1Cl1,SmSI,23.3,SST026085015
155562,Sr0.09M1Hf1N1Cl1,SmSI,24.1,SST026085015
155563,Sr0.24M1Hf1N1Cl1,SmSI,24.1,SST026085015
155564,Ba0.1M1Hf1N1Cl1,SmSI,24.5,SST026085015
155565,Ba0.1M1Hf1N1Cl1,SmSI,25.7,SST026085015
155566,Ca0.11M1Hf1N1Cl1,SmSI,26.0,SST026085015
155567,Sr0.24M1Hf1N1Cl1,SmSI,25.6,SST026085015
155568,Ca0.11M1Hf1N1Cl1,SmSI,25.6,SST026085015
155569,Sr0.24M1Hf1N1Cl1,SmSI,25.1,SST026085015
155600,K0.21Ti1N1Br1,FeOCl,17.2,SST026122001
155601,Na0.23Ti1N1Br1,,15.2,SST026122001
155602,Rb0.22Ti1N1Br1,,16.3,SST026122001
155605,Na0.23M1Ti1N1Br1,,11.0,SST026122001
155607,K0.46Ti1N1Br1,,16.3,SST026122001
155617,Zn0.04Zr1N1Cl1,,15.0,IJIM0020581
155618,Zn0.035Zr1N1Br1,,14.0,IJIM0020581
155622,Ba0.82K0.18Bi0.53Pb0.47,,22.8,JAC6340208
155678,La1Si5,,11.4,CEM1821991
155709,Mg0.3M1Zr1N1Cl1,,15.0,JJP049020210
155759,Mg0.16Zr1N1Cl1,,15.0,PHC470S760
155760,Mg0.3Hf1N1Cl1,,25.0,PHC470S760
156059,B2Mg1,AlB2,37.0,PHC5190137
156060,Mg1B1.98C0.02,AlB2,37.0,PHC5190137
156061,Mg1B1.968C0.032,AlB2,37.0,PHC5190137
156062,Mg1B1.938C0.062,AlB2,37.0,PHC5190137
156377,Er1Ni2B2C1,LuNi2B2C,10.5,PHC2620249
156455,B2Mg1,AlB2,38.3,SST025112001
156514,Zr1Ru1P1,ZrRuSi,12.93,APA0310201
156515,Hf1Ru1P1,ZrRuSi,10.8,APA0310201
156522,Zr1Ru1As1,ZrRuSi,11.9,APA0310201
156906,Nb5Ge3C0.3,,15.3,JAP111123912
157581,Th1Co0.7Ni0.3C2,CeNiC2,10.34,PRB096014507
157582,Th1Co0.6Ni0.4C2,CeNiC2,11.83,PRB096014507
157583,Th1Co0.5Ni0.5C2,CeNiC2,10.96,PRB096014507
157608,Pd1Se2,,13.1,PRB096060509
157655,S1,,17.4,PRB065064504
157690,Mo1S2,TX2,12.2,MAT1503.05331
157744,Mo1S2,2H-MoS2,12.0,PRL120037002
157746,Mo1S2,,10.8,SCI3381193
